,Match,ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As.of.2.8.2017.,SearchStringWOS,WOShits..As.of.2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF.Citation,PGF.more.citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao.note,GMPDtraits,GMPDtax,ParasiteCorrectedName.updated,close,nonclose,vector,intermediate,ParasiteReportedName,HasBinomialName,NameObservations,FLAG,NameID,NameCitation,ParType,ParPhylum,ParClass,ParOrder,ParFamily,StrainorSubsps
1183,Mesocestoides litteratus,Mesocestoides litteratus,NA,0,,,,-1,2,,VR,42691,,,,0,Mesocestoides litteratus      ,234,Mesocestoides litteratus      ,20,,"Literak et al., 2006",,VR,42691,,,,NA,0,1,No,,,,Mesocestoides litteratus,0,0,0,1,Mesocestoides litteratus,yes,valid name in NCBI,,NCBI 363290,,Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Mesocestoididae,
1184,Mesocestoides paucitesticulus,Mesocestoides paucitesticulus,NA,0,,-1,3,-1,3,,VR,42691,,,,0,Mesocestoides paucitesticulus      ,42,Mesocestoides paucitesticulus      ,1,"Found in dogs and wolves, etc.  Couldn't find a record of human transmission","Sato et al., 1999",,VR,42691,,,,NA,0,1,No,,,,Mesocestoides paucitesticulus,0,0,0,1,Mesocestoides paucitesticulus,yes,"only occurs in primates, ungulates or carnivores",,NA,"SATO, Hiroshi, et al. ""Helminth fauna of carnivores distributed in north-western Tohoku, Japan, with special reference to Mesocestoides paucitesticulus and Brachylaima tokudai.""?Journal of Veterinary Medical Science?61.12 (1999): 1339-1342.",Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Mesocestoididae,
1185,Mesocestoides variabilis,Mesocestoides variabilis,NA,0,,2,1,2,2,,VR,42691,2,1,"Very_rare._Same_transmission_as_M._lineatus--Acha_discusses_them_together.__GIDEON_suggests_that_this_is_an_American_species_(as_opposed_to_M._lineatus)_and_it_has_been_found_in_children.__Although_one_infection_found_in_Greenland.__U.S._infection_likely_from_animals--""The_mother_of_the_child_indicated_she_had_recently_prepared_a_local_Cajun_sausage_containing_wild_animal_viscera._This_sausage_was_kept_in_the_refrigerator_and_leftovers_were_stored_in_a_freezer_(?20?C)_until_use._In_this_case,_the_infection_was_possibly_caused_by_only_the_first_ingestion_and_not_after_the_food_was_frozen""_(Fuentes_et_al._2003)",0,Mesocestoides variabilis      ,296,Mesocestoides variabilis      ,16,,"Fuentes et al., 2003",,VR,42691,,Fuentes et al. 2003,,NA,0,1,No,,,,Mesocestoides variabilis,0,0,0,1,Mesocestoides variabilis,yes,valid in papers,,NA,"Voge, M. (1953). New host records for Mesocestoides (Cestoda: Cyclophyllidea) in California.?American Midland Naturalist,?49(1), 249-251.",Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Mesocestoididae,
1187,Mesostephanus appendiculatoides,Mesostephanus appendiculatoides,NA,0,,-1,3,-1,3,,VR,42691,,,,0,Mesostephanus appendiculatoides      ,69,Mesostephanus appendiculatoides      ,3,A parasite of fish and birds.  Did not find any records of mammal infection,"Dyer et al., 2002",,VR,42691,,,,NA,0,1,No,,,,Mesostephanus appendiculatoides,0,0,0,1,Mesostephanus appendiculatoides,yes,valid according to ITIS report,,NA,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search topic=TSN&search value=55281,Helminth,Platyhelminthes,Trematoda,Strigeidida,Cyathocotylidae,
1188,Metagonimoides oregonensis,Metagonimoides oregonensis,NA,0,,-1,3,-1,3,,VR,42691,,,,0,Metagonimoides oregonensis      ,82,Metagonimoides oregonensis      ,3,helminth parasite of mink and racoons,"Bafundo et al., 1980",,VR,42691,,,,NA,0,1,No,,,,Metagonimoides oregonensis,0,0,0,1,Metagonomoides oregonensis,yes,valid name in NCBI,,NCBI 1183862,,Helminth,Platyhelminthes,Trematoda,Opisthorchiida,Heterophyidae,
1190,Metagonimus miyata,Metagonimus miyata,NA,0,,0,1,1,3,,VR,42691,,,,0,Metagonimus miyata      ,89,Metagonimus miyata      ,0,"Fish vector, but other mammal hosts","Chai et al., 1993",,VR,42691,,,,NA,0,1,No,,,,Metagonimus miyata,0,0,0,1,Metagonimus miyatai,yes,valid name in NCBI,,NCBI 87632,,Helminth,Platyhelminthes,Trematoda,Opisthorchiida,Heterophyidae,
1191,Metagonimus takahashii,Metagonimus takahashii,NA,0,,0,1,1,2,,VR,42691,,,,0,Metagonimus takahashii      ,325,Metagonimus takahashii      ,14,,"Chai et al., 1993",,VR,42691,,,,NA,0,1,No,,,,Metagonimus takahashii,0,0,0,1,Metagonimus takahashii,yes,valid name in NCBI,,NCBI 84528,,Helminth,Platyhelminthes,Trematoda,Opisthorchiida,Heterophyidae,
1192,Metagonimus yokogawai,Metagonimus yokogawai,NA,0,,0,1,1,1,,VR,42691,,,,0,Metagonimus yokogawai      ,1590,Metagonimus yokogawai      ,40,,"Chai et al., 2000",,VR,42691,,,,NA,0,1,No,,,,Metagonimus yokogawai,0,0,0,1,Metagonimus yokogawai,yes,valid name in NCBI,,NCBI 84529,,Helminth,Platyhelminthes,Trematoda,Opisthorchiida,Heterophyidae,
1193,Metastrongylus apri,Metastrongylus apri,NA,0,,2,3,2,2,,VR,42691,2,2,"Found_in_boar_and_domestic_pigs.__Causes_lungworm_in_pigs.__Earthworms_are_intermediate_hosts.__Solaymani-Mohammadi_et_al._2003_reports_(citing_Beaver_et_al._1984,_but_I_do_not_have_access)_that_human_infections_with_M._apri_have_been_reported_3_times,_probably_following_accidental_ingestion_of_earthworms.",0,Metastrongylus apri      ,635,Metastrongylus apri      ,41,,"Solaymani-Mohammadi et al., 2003",,VR,42691,,Solaymani-Mohammadi,,NA,0,1,No,,,,Metastrongylus apri,0,0,0,1,Metastrongylus apri,yes,valid name in NCBI,,NCBI 1705085,,Helminth,Nematoda,Secernentea,Strongylida,Metastrongylidae,
1194,Metastrongylus asymmetricus,Metastrongylus asymmetricus,NA,0,,-1,3,-1,3,,VR,42691,,,,0,Metastrongylus asymmetricus      ,33,Metastrongylus asymmetricus      ,6,,Humbert and Henry 1989,,VR,42691,,,,NA,0,1,No,,,,Metastrongylus asymmetricus,0,0,0,1,Metastrongylus asymmetricus,yes,valid name in NCBI,,NCBI 55273,,Helminth,Nematoda,Secernentea,Strongylida,Metastrongylidae,
1195,Metastrongylus confusus,Metastrongylus confusus,NA,0,,-1,3,-1,3,,VR,42691,,,,0,Metastrongylus confusus      ,66,Metastrongylus confusus      ,7,,Humbert and Henry 1989,,VR,42691,,,,NA,0,1,No,,,,Metastrongylus confusus,0,0,0,1,Metastrongylus confusus,yes,valid name in NCBI,,NCBI 55274,,Helminth,Nematoda,Secernentea,Strongylida,Metastrongylidae,
1196,Metastrongylus elongatus,Metastrongylus elongatus,NA,0,,2,3,1,2,,VR,42691,2,3,"MAYBE_only_one_human_infection._Li_et_al._2010_report_that_in_1982_there_was_a?_(more_than_one?)_human_in_China_with_this_parasite_(in_Table_1),_but_unable_to_find_any_additional_information_in_the_sources_(I_could_not_access_several_of_them,_and_for_a_table_of_many_parasites,_there_were_only_7_citations).__Alluded_to_as_a_zoonoses_by_Chen_1991:_""There_are_other_nematodes_found_in_animals_on_Taiwan_that_are_transmitted_from_animals_to_man,_but_no_confirmed_human_infections_have_been_reported.__These_are...Metastrongylus_elongatus...""__Swine_disease.__No_indication_of_transmission_anywhere_and_no_other_articles_that_I_looked_at_had_additional_information.__Very_low_confidence.",0,Metastrongylus elongatus      ,568,Metastrongylus elongatus      ,10,Potential for transmission to humans,"Yoon et al., 2010",,VR,42691,,Chen 1991,Li et al. 2010,NA,0,1,No,,,,Metastrongylus elongatus,0,0,0,1,Metastrongylus elongatus,yes,valid name in NCBI,,NCBI 143392,,Helminth,Nematoda,Secernentea,Strongylida,Metastrongylidae,
1197,Metastrongylus pudentotectus,Metastrongylus pudentotectus,NA,0,,-1,3,-1,3,,VR,42691,,,,0,Metastrongylus pudentotectus      ,27,Metastrongylus pudentotectus      ,1,,Mckenzie and Davidson 1989,,VR,42691,,,,NA,0,1,No,,,,Metastrongylus pudentotectus,0,0,0,1,Metastrongylus pudentotectus,yes,valid name in NCBI,,NCBI 55275,,Helminth,Nematoda,Secernentea,Strongylida,Metastrongylidae,
1198,Metastrongylus salmi,Metastrongylus salmi,NA,0,,-1,3,-1,2,,VR,42691,,,,0,Metastrongylus salmi      ,286,Metastrongylus salmi      ,21,,"Permin et al., 1999",,VR,42691,,,,NA,0,1,No,,,,Metastrongylus salmi,0,0,0,1,Metastrongylus salmi,yes,valid name in NCBI,,NCBI 55276,,Helminth,Nematoda,Secernentea,Strongylida,Metastrongylidae,
1199,Metathelazia californica,Metathelazia californica,NA,0,,0,3,-1,3,,VR,42691,,,,0,Metathelazia californica      ,51,Metathelazia californica      ,1,,Pence and Eason 1980,,VR,42691,,,,NA,0,1,No,,,,Metathelazia californica,0,0,0,1,Metathelazia californica,yes,"only occurs in primates, ungulates or carnivores",,NA,"Reichard, M. V., Caudell, D. L., & Alan Kocan, A. (2004). Survey of helminth lung parasites of bobcats (Lynx rufus) from Alabama, Kansas, New Mexico, Oklahoma, and Virginia, USA.?Comparative parasitology,?71(1), 88-90.",Helminth,Nematoda,Secernentea,Spirurida,Pneumospiruridae,
1200,Metorchis albidus,Metorchis albidus,NA,0,,0,2,-1,2,,VR,42691,,,,0,Metorchis albidus      ,206,Metorchis albidus      ,5,,"Sherrard-Smith et al., 2009",,VR,42691,,,,NA,0,1,No,,,,Metorchis albidus,0,0,0,1,Metorchis albidus,yes,valid name in NCBI,,NCBI 1082637,,Helminth,Platyhelminthes,Trematoda,Opisthorchiida,Opisthorchiidae,
1201,Metorchis bilis,Metorchis bilis,NA,0,,0,2,1,2,,VR,42691,,,,0,Metorchis bilis      ,394,Metorchis bilis      ,18,,"Mordvinov et al., 2012",,VR,42691,,,,NA,0,1,No,,,,Metorchis bilis,0,0,0,1,Metorchis bilis,yes,valid name in NCBI,,NCBI 475399,,Helminth,Platyhelminthes,Trematoda,Opisthorchiida,Opisthorchiidae,
1202,Metorchis conjunctus,Metorchis conjunctus,NA,0,,0,1,1,2,,VR,42691,,,,0,Metorchis conjunctus      ,253,Metorchis conjunctus      ,12,,MacLean et al. 1996,,VR,42691,,,,NA,0,1,No,,,,Metorchis conjunctus,0,0,0,1,Metorchis conjunctus,yes,valid in papers,,NA,"MacLean, J. D., Ward, B. J., Kokoskin, E., Arthur, J. R., Gyorkos, T. W., & Curtis, M. A. (1996). Common-source outbreak of acute infection due to the North American liver fluke Metorchis conjunctus.?The Lancet,?347(8995), 154-158.",Helminth,Platyhelminthes,Trematoda,Opisthorchiida,Opisthorchiidae,
1203,Metorchis vulpis,Metorchis vulpis,NA,0,,,,1,3,,VR,42691,,,,0,Metorchis vulpis      ,183,Metorchis vulpis      ,3,Potential for transmission to humans,"Cerbo et al., 2008",,VR,42691,,,,NA,0,1,No,,,,Metorchis vulpis,0,0,0,1,Metorchis vulpis,yes,"only occurs in primates, ungulates or carnivores",,NA,"Cerbo, A., Manfredi, M., Bregoli, M., Milone, N., & Cova, M. (2008). Wild carnivores as source of zoonotic helminths in north-eastern Italy.Helminthologia,?45(1), 13-19.",Helminth,Platyhelminthes,Trematoda,Opisthorchiida,Opisthorchiidae,
1206,Microfilaria binucleata,Microfilaria binucleata,NA,0,,,,-1,3,,VR,42691,,,,0,Microfilaria binucleata      ,15,Microfilaria binucleata      ,0,,"Bain et al., 1995",,VR,42691,,,,NA,0,1,No,,,,Microfilaria binucleata,0,0,1,0,Microfilaria binucleata,yes,"only occurs in primates, ungulates or carnivores",,NA,"Bain, O., Moisson, P., Huerre, M., Landsoud-Soukate, J., Tutin, C., & Tch?prakoff, R. (1995). Filariae from a wild gorilla in Gabon with description of a new species of Mansonella.?Parasite,?2(3), 315-322.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1207,Microfilaria panamensis,Microfilaria panamensis,NA,0,,,,-1,3,,VR,42691,,,,0,Microfilaria panamensis      ,141,Microfilaria panamensis      ,0,,Esslinger 1979,,VR,42691,,,,NA,0,1,No,,,,Microfilaria panamensis,0,0,1,0,Microfilaria panamensis,yes,valid name in GBIF,,NA,http://www.gbif.org/species/7029852,Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
1208,Microphallus nicolli,Microphallus nicolli,NA,0,,-1,3,-1,2,,VR,42691,,,,0,Microphallus nicolli      ,295,Microphallus nicolli      ,4,"Formerly reported as Spelotrema nicolli, affects crabs and birds",Kinsella 1988,,VR,42691,,,,NA,0,1,No,,,,Microphallus nicolli,0,0,0,1,microphallus nicolli,yes,valid in papers,,NA,"Gonzalez-Acuna, D., Cerda, F., Lopez, J., Ortega, R., Mathieu, C., & Kinsella, M. (2009). Checklist of the helminths of the kelp gull, Larus dominicanus (Aves: Laridae), with new records from Chile.?Zootaxa,?2297, 27-43.",Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,
1209,Microphallus pirum,Microphallus pirum,NA,0,,-1,3,-1,3,,VR,42691,,,,0,Microphallus pirum      ,62,Microphallus pirum      ,4,Every source discusses them as a trematode parasite of sea mammals or wading birds.  I couldn't find a record of human infection,"Margolis et al., 1997",,VR,42691,,,,NA,0,1,No,,,,Microphallus pirum,0,0,0,1,microphallus pirum,yes,valid name in GBIF,,NA,http://www.gbif.org/species/4345874,Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,
1210,Microphallus similis,Microphallus similis,NA,0,,-1,2,-1,2,,VR,42691,,,,0,Microphallus similis      ,519,Microphallus similis      ,22,Crab host?,Stunkard 1957,,VR,42691,,,,NA,0,1,No,,,,Microphallus similis,0,0,0,1,Microphallus similis,yes,valid name in NCBI,,NCBI 232405,,Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,
1211,Microphallus turgidus,Microphallus turgidus,NA,0,,,,-1,3,,VR,42690,,,,0,Microphallus turgidus      ,99,Microphallus turgidus      ,15,,Kunz and Pung 2004,,VR,42690,,,,NA,0,1,No,,,,Microphallus turgidus,0,0,0,1,Carneophallus turgidus,yes,valid name in NCBI,,NCBI 546747,,Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,
1215,Molineus barbatus,Molineus barbatus,NA,0,,-1,3,-1,3,,VR,42690,,,,0,Molineus barbatus      ,91,Molineus barbatus      ,3,"found in felines, raccoons, and possibly dogs","Bafundo et al., 1980",,VR,42690,,,,NA,0,1,No,,,,Molineus barbatus,0,0,0,1,Molineus barbatus,yes,"only occurs in primates, ungulates or carnivores",,NA,"Harkema, R., & Miller, G. C. (1964). Helminth parasites of the raccoon, Procyon lotor in the southeastern United States.?The Journal of parasitology, 60-66.",Helminth,Nematoda,Secernentea,Rhabditida,Molineidae,
1216,Molineus elegans,Molineus elegans,NA,0,,-1,3,-1,2,,VR,42690,,,,0,Molineus elegans      ,405,Molineus elegans      ,0,appendix lists as non-pathogenic,"Durette-Desset et al., 2000",,VR,42690,,,,NA,0,1,No,,,,Molineus elegans,0,1,0,0,Molineus elegans,yes,valid name in GBIF,,NA,http://www.gbif.org/species/7035017,Helminth,Nematoda,Secernentea,Rhabditida,Molineidae,
1217,Molineus legerae,Molineus legerae,NA,0,,-1,3,-1,3,,VR,42690,,,,0,Molineus legerae      ,27,Molineus legerae      ,5,"Helminth found in racoons, foxes, etc.  Transmitted through soil","Cerbo et al., 2008",,VR,42690,,,,NA,0,1,No,,,,Molineus legerae,0,0,0,1,M. legerae,yes,misspelling,,Manfredi et al. 2014,"Manfredi, T. M., Giacometti, A., Fraquelli, C., & Piccolo, G. (2014). Studio della popolazione elmintica in volpi (Vulpes vulpes) del Trentino Alto-Adige. Journal of Mountain Ecology, 7 (supplement)",Helminth,Nematoda,Secernentea,Rhabditida,Molineidae,
1219,Molineus midas,Molineus midas,NA,0,,,,-1,3,,VR,42690,,,,0,Molineus midas      ,68,Molineus midas      ,0,,"Durette-Desset et al., 2000",,VR,42690,,,,NA,0,1,No,,,,Molineus midas,0,1,0,0,Molineus midas,yes,valid name in GBIF,,NA,http://www.gbif.org/species/7035008,Helminth,Nematoda,Secernentea,Rhabditida,Molineidae,
1220,Molineus mustelae,Molineus mustelae,NA,0,,,,-1,3,,VR,42690,,,,0,Molineus mustelae      ,155,Molineus mustelae      ,1,,Schmidt 1965,,VR,42690,,,,NA,0,1,No,,,,Molineus mustelae,0,0,0,1,Molineus mustelae,yes,valid name in GBIF,,NA,http://www.gbif.org/species/7035018,Helminth,Nematoda,Secernentea,Rhabditida,Molineidae,
1221,Molineus patens,Molineus patens,NA,0,,-1,3,-1,1,,VR,42690,,,,0,Molineus patens      ,6420,Molineus patens      ,13,isolationist (badgers),"Torres et al., 2001",,VR,42690,,,,NA,0,1,No,,,,Molineus patens,0,0,0,1,Molineus patens,yes,valid name in GBIF,,NA,http://www.gbif.org/species/4559314,Helminth,Nematoda,Secernentea,Rhabditida,Molineidae,
1222,Molineus torulosus,Molineus torulosus,NA,0,,,,-1,3,,VR,42690,,,,0,Molineus torulosus      ,57,Molineus torulosus      ,2,,Dunn 1961,,VR,42690,,,,NA,0,1,No,,,,Molineus torulosus,0,1,0,0,Molineus torulosus,yes,"only occurs in primates, ungulates or carnivores",,NA,"McClure, H. M., & Chandler, F. W. (1982). A survey of pancreatic lesions in nonhuman primates.?Veterinary Pathology Online,?19(7 suppl), 193-209.",Helminth,Nematoda,Secernentea,Rhabditida,Molineidae,
1223,Molineus vexillarius,Molineus vexillarius,NA,0,,-1,3,-1,3,,VR,42690,,,,0,Molineus vexillarius      ,19,Molineus vexillarius      ,1,appendix lists as non-pathogenic,Dunn 1961,,VR,42690,,,,NA,0,1,No,,,,Molineus vexillarius,0,1,0,0,Molineus vexillarius,yes,"only occurs in primates, ungulates or carnivores",,NA,"Dunn, F. L. (1961). Molineus vexillarius sp. n.(Nematoda: Trichostrongylidae) from a Peruvian primate, Tamarinus nigricollis (Spix, 1823).?The Journal of Parasitology,?47(6), 953-956.",Helminth,Nematoda,Secernentea,Rhabditida,Molineidae,
1224,Moniezia benedeni,Moniezia benedeni,NA,0,,-1,3,-1,1,,VR,42690,,,,0,Moniezia benedeni      ,1590,Moniezia benedeni      ,56,"sheep tapeworm, couldn't find any cases of human transmission. Rumianants get the parasite by consuming infected orabatid mites","Irie et al., 2013",,VR,42690,,,,NA,0,1,No,,,,Moniezia benedeni,0,0,0,1,Moniezia benedeni,yes,valid name in NCBI,,NCBI 218196,,Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,
1225,Moniezia expansa,Moniezia expansa,NA,0,,1,3,2,1,,VR,42690,2,2,el-Shazly_et_al._2004:_Can_only_access_abstract_but_it_states_that_a_shepherd_contracted_M._expansa_(normally_a_parasite_of_sheep).__Possibly_only_one_case_in_humans,0,Moniezia expansa      ,4090,Moniezia expansa      ,243,,"El-Shazly et al., 2004",NEED,VR,42690,,el-Shazly et al. 2004,,NA,0,1,No,,,,Moniezia expansa,0,0,0,1,Moniezia expansa,yes,valid name in NCBI,,NCBI 28841,,Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,
1226,Moniezia rugosa,Moniezia rugosa,NA,0,,,,-1,3,,VR,42690,,,,0,Moniezia rugosa      ,71,Moniezia rugosa      ,0,,Stuart et al. 1998,,VR,42690,,,,NA,0,1,No,,,,Moniezia rugosa,0,0,0,1,Moniezia rugosa,yes,"only occurs in primates, ungulates or carnivores",,NA,"Stuart, M., Pendergast, V., Rumfelt, S., Pierberg, S., Greenspan, L., Glander, K., & Clarke, M. (1998). Parasites of wild howlers (Alouatta spp.).International Journal of Primatology,?19(3), 493-512.",Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,
1227,Moniliformis moniliformis,Moniliformis moniliformis,NA,0,,0,1,0,1,,VR,42690,,,,0,Moniliformis moniliformis      ,15000,Moniliformis moniliformis      ,628,"Shared with swine, infection caused by ingesting beetles","Berenji et al., 2007",,VR,42690,,,,NA,0,1,No,,,,Moniliformis moniliformis,0,0,0,1,Moniliformis moniliformis,yes,valid name in NCBI,,NCBI 10237,,Helminth,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,
1228,Moniliformis tarsii,Moniliformis tarsii,NA,0,,,,-1,3,,VR,42690,,,,0,Moniliformis tarsii      ,71,Moniliformis tarsii      ,0,,"Amin et al., 2016",,VR,42690,,,,NA,0,1,No,,,,Moniliformis tarsii,0,0,0,1,Moniliformis tarsii,yes,valid name in GBIF,,GBIF ID 106350287,http://www.gbif.org/species/106350287,Helminth,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,
1229,Monodontella giraffae,Monodontella giraffae,NA,0,,0,,-1,3,,VR,42690,,,,0,Monodontella giraffae      ,35,Monodontella giraffae      ,2,Appears to be a hookworm of giraffes,"Bertelson et al., 2001",,VR,42690,,,,NA,0,1,No,,,,Monodontella giraffae,0,1,0,0,Monodontella giraffae,yes,"only occurs in primates, ungulates or carnivores",,NA,"Bertelsen, M. F., ?stergaard, K., Monrad, J., Br?ndum, E. T., & Baandrup, U. (2009). Monodontella giraffae infection in wild-caught southern giraffes (Giraffa camelopardalis giraffa).?Journal of wildlife diseases,?45(4), 1227-1230.",Helminth,Nematoda,Secernentea,Rhabditida,Ancylostomatidae,
1230,Monodontus louisianensis,Monodontus louisianensis,NA,0,,2,,-1,3,,VR,42690,-1,1,"Original_""Notes""_mention_that_they_could_not_find_human_cases,_so_unsure_why_it_was_originally_scored_a_""2"".__I_agree,_though--I_could_find_no_evidence_of_this_parasite_in_humans.__Hard_to_confidently_score_it_as_a_""0""_but_looked_over_several_papers_and_no_one_even_hinted_that_it_could_be_zoonotic.__Parasite_of_white-tailed_dear_(hookworm),_reasonable_common_within_a_restricted_distribution_area,_so_sayeth_Purseglove_et_al._1976_(no_access_to_full_article).__CHitwood_and_Jordan_1965_discuss_M._louisianensis_in_depth.__Hoberg_et_al._2001_imply_that_it_is_not_well_studied:_""It_is_the_only_hookworm_known_from_sylvatic_cervids_or_bovids_in_North_America._The_life_cycle_is_currently_unknown,_but_likely_involves_direct_cutaneous_penetration_of_the_definitive_host_by_third-stage_larvae_(L,'s),_similar_to_those_documented_for_other_hookworms_(Prestwood_and_Pursglove_1981)""",0,Monodontus louisianensis      ,12,Monodontus louisianensis      ,0,"deer hookworm, couldn?t find any human cases","Hoberg et al., 2001",,VR,42690,,Chitwood & Jordan 1965,Purseglove et al. 1976,NA,0,1,No,,,,Monodontus louisianensis,0,1,0,0,Monodontus louisianensis,yes,valid name in GBIF,,NA,http://www.gbif.org/species/7034527,Helminth,Nematoda,Secernentea,Rhabditida,Ancylostomatidae,
